Ticker,Date,Close
AAPL,2024-11-26 00:00:00-05:00,234.0016632080078
AAPL,2024-11-27 00:00:00-05:00,233.8722381591797
AAPL,2024-11-29 00:00:00-05:00,236.26144409179688
AAPL,2024-12-02 00:00:00-05:00,238.51126098632812
AAPL,2024-12-03 00:00:00-05:00,241.55747985839844
AAPL,2024-12-04 00:00:00-05:00,241.91587829589844
AAPL,2024-12-05 00:00:00-05:00,241.9457244873047
AAPL,2024-12-06 00:00:00-05:00,241.7466278076172
AAPL,2024-12-09 00:00:00-05:00,245.6390380859375
AAPL,2024-12-10 00:00:00-05:00,246.65443420410156
AAPL,2024-12-11 00:00:00-05:00,245.3802032470703
AAPL,2024-12-12 00:00:00-05:00,246.84359741210938
AAPL,2024-12-13 00:00:00-05:00,247.0128173828125
AAPL,2024-12-16 00:00:00-05:00,249.90972900390625
AAPL,2024-12-17 00:00:00-05:00,252.33872985839844
AAPL,2024-12-18 00:00:00-05:00,246.9331817626953
AAPL,2024-12-19 00:00:00-05:00,248.66534423828125
AAPL,2024-12-20 00:00:00-05:00,253.3441925048828
AAPL,2024-12-23 00:00:00-05:00,254.1206817626953
AAPL,2024-12-24 00:00:00-05:00,257.0375061035156
AAPL,2024-12-26 00:00:00-05:00,257.853759765625
AAPL,2024-12-27 00:00:00-05:00,254.43922424316406
AAPL,2024-12-30 00:00:00-05:00,251.06448364257812
AAPL,2024-12-31 00:00:00-05:00,249.29251098632812
AAPL,2025-01-02 00:00:00-05:00,242.75209045410156
AAPL,2025-01-03 00:00:00-05:00,242.2642822265625
AAPL,2025-01-06 00:00:00-05:00,243.8969268798828
AAPL,2025-01-07 00:00:00-05:00,241.11947631835938
AAPL,2025-01-08 00:00:00-05:00,241.60726928710938
AAPL,2025-01-10 00:00:00-05:00,235.7836151123047
AAPL,2025-01-13 00:00:00-05:00,233.34461975097656
AAPL,2025-01-14 00:00:00-05:00,232.22967529296875
AAPL,2025-01-15 00:00:00-05:00,236.7989959716797
AAPL,2025-01-16 00:00:00-05:00,227.23228454589844
AAPL,2025-01-17 00:00:00-05:00,228.9445343017578
AAPL,2025-01-21 00:00:00-05:00,221.63758850097656
AAPL,2025-01-22 00:00:00-05:00,222.8222198486328
AAPL,2025-01-23 00:00:00-05:00,222.6529998779297
AAPL,2025-01-24 00:00:00-05:00,221.77696228027344
AAPL,2025-01-27 00:00:00-05:00,228.82508850097656
AAPL,2025-01-28 00:00:00-05:00,237.187255859375
AAPL,2025-01-29 00:00:00-05:00,238.2823028564453
AAPL,2025-01-30 00:00:00-05:00,236.520263671875
AAPL,2025-01-31 00:00:00-05:00,234.93743896484375
AAPL,2025-02-03 00:00:00-05:00,226.9833984375
AAPL,2025-02-04 00:00:00-05:00,231.75184631347656
AAPL,2025-02-05 00:00:00-05:00,231.42333984375
AAPL,2025-02-06 00:00:00-05:00,232.16995239257812
AAPL,2025-02-07 00:00:00-05:00,226.60513305664062
AAPL,2025-02-10 00:00:00-05:00,226.8741912841797
AAPL,2025-02-11 00:00:00-05:00,231.82725524902344
AAPL,2025-02-12 00:00:00-05:00,236.06277465820312
AAPL,2025-02-13 00:00:00-05:00,240.70689392089844
AAPL,2025-02-14 00:00:00-05:00,243.7664337158203
AAPL,2025-02-18 00:00:00-05:00,243.6368865966797
AAPL,2025-02-19 00:00:00-05:00,244.03550720214844
AAPL,2025-02-20 00:00:00-05:00,244.99224853515625
AAPL,2025-02-21 00:00:00-05:00,244.7132110595703
AAPL,2025-02-24 00:00:00-05:00,246.25791931152344
AAPL,2025-02-25 00:00:00-05:00,246.19810485839844
AAPL,2025-02-26 00:00:00-05:00,239.5408935546875
AAPL,2025-02-27 00:00:00-05:00,236.49131774902344
AAPL,2025-02-28 00:00:00-05:00,241.01583862304688
AAPL,2025-03-03 00:00:00-05:00,237.21881103515625
AAPL,2025-03-04 00:00:00-05:00,235.1259765625
AAPL,2025-03-05 00:00:00-05:00,234.93663024902344
AAPL,2025-03-06 00:00:00-05:00,234.52801513671875
AAPL,2025-03-07 00:00:00-05:00,238.25527954101562
AAPL,2025-03-10 00:00:00-04:00,226.70477294921875
AAPL,2025-03-11 00:00:00-04:00,220.08740234375
